name,geo3x3,category,description,model,URL
快活クラブ 鯖江店,E913873231817351,遊び場,カラオケあり,,https://www.kaikatsu.jp/shop/detail/20422.html
西山公園,E913873229543449,遊び場,広い無料公園、動物園もある,,https://www.city.sabae.fukui.jp/kanko/playing/nishiyama.html
西山動物園,E913873229815727,遊び場,日本一狭い動物園、無料！,,https://www.city.sabae.fukui.jp/nishiyama_zoo/
Hana道場,E913873229333777,遊び場,20歳以下はレーザーカッター、3Dプリンター、IchigoJamが利用料無料,,https://hanadojo.com/
