消火栓名,消火栓名(英語),消火栓分類,消防団,管理番号,都道府県名,市区町村名,行政区名,住所,対象範囲の直径(m),配水管口径(mm),貯水量(t),緯度,経度,分離器（有、無）,標準地域コード
消火栓,,消火栓,鯖江第3分団,109,福井県,鯖江市,,五郎丸町15-1-3,120,100,,35.9349432972,136.1923896,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,110,福井県,鯖江市,,五郎丸町247,120,150,,35.9343428639,136.1911978889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,111,福井県,鯖江市,,定次町332,120,75,,35.9311975806,136.1899033528,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,112,福井県,鯖江市,,五郎丸町316,120,100,,35.9339168139,136.1897242389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,113,福井県,鯖江市,,五郎丸町8-1,120,100,,35.9374833111,136.1909399167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,114,福井県,鯖江市,,新町4-10-8,120,75,,35.9408078694,136.2036629056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,115,福井県,鯖江市,,定次町22-1-1,120,75,,35.9329757361,136.1936365583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,116,福井県,鯖江市,,下新庄17-61,120,75,,35.9374811,136.2020979806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,117,福井県,鯖江市,,定次町,120,75,,35.9311936639,136.1904977806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,118,福井県,鯖江市,,定次町23-3,120,75,,35.9324208167,136.1918341333,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,119,福井県,鯖江市,,横越町,120,100,,35.9485449,136.2008835778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,120,福井県,鯖江市,,下新庄町,120,75,,35.9362182389,136.2127804083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第3分団,121,福井県,鯖江市,,下新庄町,120,300,,35.9338378917,136.2207741917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,1,福井県,鯖江市,,幸町2丁目6-31,120,75,,35.9784207194,136.1800233972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,2,福井県,鯖江市,,田所町44-43-1,120,75,,35.9780639056,136.1781978278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,3,福井県,鯖江市,,幸町2丁目6-11,120,75,,35.9776674028,136.1791229556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,4,福井県,鯖江市,,幸町2丁目23-1,120,75,,35.9773859861,136.1798680306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,5,福井県,鯖江市,,幸町2丁目5-1,100,75,,35.9776392778,136.1821891333,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,6,福井県,鯖江市,,神明町3丁目6-7,120,75,,35.9773958639,136.1835933944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,7,福井県,鯖江市,,神明町3丁目4-19,120,75,,35.9770003528,136.1860113389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,8,福井県,鯖江市,,神明町3丁目7-39,120,250,,35.9761722833,136.1845172278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,9,福井県,鯖江市,,神明町3丁目10-35,120,75,,35.9761589167,136.1825254861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,10,福井県,鯖江市,,神明町3丁目10-8,100,75,,35.9763579861,136.1817101639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,11,福井県,鯖江市,,幸町2丁目1-7,100,75,,35.9764158639,136.1811630806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,12,福井県,鯖江市,,田所町5-2,120,150,,35.9766509278,136.1789296083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,13,福井県,鯖江市,,幸町2丁目2-7,120,75,,35.9755523278,136.1798982556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,14,福井県,鯖江市,,幸町1丁目6-13,120,150,,35.9751714833,136.1788393472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,15,福井県,鯖江市,,水落町2丁目16-1,120,75,,35.9633851833,136.1816220556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,16,福井県,鯖江市,,幸町1丁目4-8,100,75,,35.9749851833,136.1810104583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,17,福井県,鯖江市,,幸町1丁目3-7,120,75,,35.9746067111,136.1816181167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,18,福井県,鯖江市,,神明町3丁目9-1,120,75,,35.9751601972,136.1822167111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,19,福井県,鯖江市,,神明町2丁目5-19,120,250,,35.9749621028,136.1842212389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,20,福井県,鯖江市,,神明町2丁目5-26,120,75,,35.9748175833,136.1851869111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,21,福井県,鯖江市,,神明町2丁目5-31,120,75,,35.9744784694,136.1862075639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,22,福井県,鯖江市,,神明町2丁目10-28,120,100,,35.9736789083,136.1863900806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,23,福井県,鯖江市,,神明町2丁目2-28,120,150,,35.9730054194,136.1857129083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,24,福井県,鯖江市,,神明町2丁目10-36,120,100,,35.972235775,136.1865415889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,25,福井県,鯖江市,,神明町2丁目2-1,120,150,,35.9719499611,136.1854406722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,26,福井県,鯖江市,,神明町2丁目1-26,120,100,,35.9725526833,136.1846672583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,27,福井県,鯖江市,,神明町2丁目3-18,120,100,,35.973775775,136.1846521417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,28,福井県,鯖江市,,神明町2丁目3-11,100,250,,35.9734726111,136.1837464278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,29,福井県,鯖江市,,神明町2丁目8-4,120,250,,35.97229505,136.1835736139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,30,福井県,鯖江市,,神明町2丁目8-4,120,100,,35.9729332806,136.1829707944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,31,福井県,鯖江市,,神明町2丁目8-9,100,100,,35.9720726944,136.1820338861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,32,福井県,鯖江市,,神明町1丁目8-13,100,100,,35.9727530056,136.1810748944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,33,福井県,鯖江市,,神明町2丁目7-18,100,75,,35.9739179639,136.182075925,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,34,福井県,鯖江市,,三六町2丁目2-40,100,100,,35.9735275417,136.1806846972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,35,福井県,鯖江市,,三六町2丁目2-31,100,200,,35.974208625,136.1798037389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,36,福井県,鯖江市,,三六町2丁目3-3,100,75,,35.9728873917,136.1793894972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,37,福井県,鯖江市,,三六町2丁目6-22,100,100,,35.9735048333,136.1786309139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,38,福井県,鯖江市,,三六町2丁目6-5,100,75,,35.9729005833,136.1777286583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,39,福井県,鯖江市,,三六町2丁目33-1,120,300,,35.9737417611,136.1763874361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,40,福井県,鯖江市,,三六町1丁目15-9,100,300,,35.9726451361,136.1761465056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,42,福井県,鯖江市,,三六町1丁目17-10,120,75,,35.9719859333,136.1774883361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,43,福井県,鯖江市,,三六町2丁目5-15,100,75,,35.9727878889,136.1785409333,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,44,福井県,鯖江市,,三六町1丁目8-21,120,100,,35.9720126389,136.1786267861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,45,福井県,鯖江市,,三六町1丁目18-20,120,75,,35.9708050944,136.1769668,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,46,福井県,鯖江市,,三六町1丁目8-4,120,100,,35.9711859444,136.1779703111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,47,福井県,鯖江市,,三六町1丁目7-10,100,100,,35.9711693944,136.17964485,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,48,福井県,鯖江市,,三六町1丁目4-8,100,100,,35.9704572361,136.1794300278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,49,福井県,鯖江市,,三六町1丁目5-18,100,100,,35.9711827167,136.1806190472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,50,福井県,鯖江市,,三六町1丁目12-1,100,75,,35.9719646833,136.1797201611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,51,福井県,鯖江市,,三六町2丁目1-19,100,100,,35.9723400222,136.1806584889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,52,福井県,鯖江市,,神明町1丁目6-6,100,75,,35.9714664694,136.1815628194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,53,福井県,鯖江市,,水落町4丁目8-8,120,75,,35.9708778583,136.1817201389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,54,福井県,鯖江市,,神明町1丁目2-17,100,100,,35.9700998083,136.1807336722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,55,福井県,鯖江市,,神明町1丁目2-20,100,100,,35.9699323972,136.1813569639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,56,福井県,鯖江市,,三六町1丁目1-50,120,100,,35.9690918222,136.1805904583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,57,福井県,鯖江市,,三六町1丁目2-31,120,150,,35.9693241944,136.1785894806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,58,福井県,鯖江市,,三六町1丁目2-31,120,150,,35.9704054389,136.1783190444,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,59,福井県,鯖江市,,三六町1丁目13-15,120,75,,35.9700393306,136.1762398611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,60,福井県,鯖江市,,北野町2丁目11-5,120,75,,35.9686378806,136.1762488389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,61,福井県,鯖江市,,三六町1丁目2-50,120,150,,35.9684853139,136.1785536667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,62,福井県,鯖江市,,北野町2丁目13-12,120,75,,35.9680517306,136.1773133583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,63,福井県,鯖江市,,北野町2丁目15-21,120,75,,35.9679526889,136.17949045,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,64,福井県,鯖江市,,神明町1丁目8-25,120,100,,35.9674150056,136.1806696861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,65,福井県,鯖江市,,北野町2丁目17-14,120,100,,35.9672566472,136.1786203111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,66,福井県,鯖江市,,北野町2丁目12-23,120,75,,35.9671837639,136.1778070167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,67,福井県,鯖江市,,北野町2丁目9-3,120,75,,35.9674097556,136.1761937861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,68,福井県,鯖江市,,北野町2丁目18-18,120,75,,35.9669728,136.1799657583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,69,福井県,鯖江市,,水落町3丁目8-26,120,75,,35.9670241139,136.1810259111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,70,福井県,鯖江市,,水落町3丁目8-40,120,75,,35.9659566583,136.1814701722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,71,福井県,鯖江市,,北野町2丁目8-15,120,100,,35.9658951778,136.1805808583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,72,福井県,鯖江市,,北野町2丁目21-8,120,75,,35.9660869611,136.1789639278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,73,福井県,鯖江市,,北野町2丁目20-5,120,75,,35.9653170889,136.1799747556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,74,福井県,鯖江市,,北野町2丁目8-5,120,75,,35.9662721833,136.1761562306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,75,福井県,鯖江市,,北野町13-1,120,150,,35.9652520556,136.1755624861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,76,福井県,鯖江市,,北野町2丁目23-3,120,75,,35.9652757667,136.1777644972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,77,福井県,鯖江市,,北野町1丁目9-10,120,75,,35.9644987139,136.1765681639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,78,福井県,鯖江市,,北野町1丁目10-17,120,75,,35.9642608611,136.1778498139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,79,福井県,鯖江市,,北野町2丁目2-11,120,150,,35.9649601194,136.1784996222,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,80,福井県,鯖江市,,北野町2丁目2-1,120,75,,35.9645087194,136.1795457528,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,81,福井県,鯖江市,,水落町3丁目8-12,120,100,,35.9648328083,136.1807602639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,82,福井県,鯖江市,,北野町1丁目12-15,120,100,,35.9641092278,136.1786004861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,83,福井県,鯖江市,,北野町1丁目7-10,120,200,,35.9638470694,136.1761993056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,84,福井県,鯖江市,,北野町1丁目7-8,120,300,,35.9630907917,136.1757039472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,85,福井県,鯖江市,,水落町1丁目11-17,120,75,,35.9627075778,136.1774661833,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,86,福井県,鯖江市,,水落町1丁目12-38,120,75,,35.96192165,136.1769086694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,87,福井県,鯖江市,,北野町1丁目3-6,120,100,,35.9628732111,136.1783961556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,88,福井県,鯖江市,,北野町1丁目1-15,120,200,,35.9635278917,136.1800440944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,89,福井県,鯖江市,,北野町1丁目1-35,120,150,,35.9632038944,136.1812279583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,90,福井県,鯖江市,,水落町2丁目10-20,120,150,,35.9626573222,136.1829055333,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,91,福井県,鯖江市,,北野町1丁目1-4,120,150,,35.9625122111,136.1816601917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,92,福井県,鯖江市,,北野町1丁目1-9,120,100,,35.9625078889,136.1806407833,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,93,福井県,鯖江市,,水落町1丁目9-20,120,75,,35.9624004667,136.1796109417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,94,福井県,鯖江市,,水落町1丁目10-31,120,75,,35.9614802,136.1789695139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,95,福井県,鯖江市,,水落町1丁目11-1,120,150,,35.9616143167,136.1779991,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,96,福井県,鯖江市,,水落町14-14-1,120,100,,35.95865485,136.1749595944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,97,福井県,鯖江市,,水落町1丁目12-10,120,300,,35.9611282028,136.1757026056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,98,福井県,鯖江市,,水落町1丁目13-27,120,150,,35.9608207556,136.1768161972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,99,福井県,鯖江市,,水落町1丁目17-17,120,150,,35.9607366889,136.1783810472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,100,福井県,鯖江市,,水落町1丁目9-31,120,100,,35.961248175,136.1797744083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,101,福井県,鯖江市,,水落町1丁目36-1,120,100,,35.9613595444,136.1816506806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,102,福井県,鯖江市,,水落町1丁目3-5,120,100,,35.9604729833,136.1832162278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,103,福井県,鯖江市,,水落町1丁目1-40,120,100,,35.9596767833,136.184265675,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,104,福井県,鯖江市,,水落町1丁目2-28,120,100,,35.9596365694,136.1829812667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,105,福井県,鯖江市,,水落町1丁目1-13,120,75,,35.9587101528,136.1826618528,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,106,福井県,鯖江市,,水落町1丁目7,120,100,,35.9594870056,136.1817007111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,107,福井県,鯖江市,,水落町1丁目7-15,120,100,,35.9595715194,136.17986595,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,108,福井県,鯖江市,,水落町1丁目17-4,120,75,,35.9601009556,136.1792569722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,109,福井県,鯖江市,,水落町1丁目17-6,120,100,,35.9596835111,136.1784454194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,110,福井県,鯖江市,,水落町1丁目13-8,120,100,,35.959770075,136.1768354778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,111,福井県,鯖江市,,水落町1丁目14-20,120,300,,35.9594292306,136.1757121528,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,112,福井県,鯖江市,,水落町1丁目15-24,120,75,,35.9586271528,136.1773702667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,113,福井県,鯖江市,,水落町1丁目16-9-1,120,150,,35.9587956167,136.1784582778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,114,福井県,鯖江市,,北野町16-7,120,150,,35.9689568278,136.1740391639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,115,福井県,鯖江市,,北野町18-1,120,150,,35.9701583333,136.1755426056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,116,福井県,鯖江市,,神明町1丁目3-8,100,100,,35.9706363444,136.1808599611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,117,福井県,鯖江市,,北野町9-3,120,150,,35.96719625,136.1755676667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,118,福井県,鯖江市,,北野町1丁目5-13,120,200,,35.963582375,136.1775334361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,119,福井県,鯖江市,,神中町3丁目7-15,120,100,,35.9756448583,136.18747615,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,120,福井県,鯖江市,,神中町2丁目6-36,120,150,,35.9758142,136.1896125056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,121,福井県,鯖江市,,神中町2丁目6-57,120,100,,35.9750200583,136.1927310639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,122,福井県,鯖江市,,神中町1丁目7-12,120,150,,35.9734239694,136.1971625028,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,123,福井県,鯖江市,,神中町1丁目9-10,120,75,,35.9725205417,136.1979612306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,124,福井県,鯖江市,,神中町1丁目2-6,120,150,,35.9722930556,136.1966966556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,125,福井県,鯖江市,,神中町1丁目5-8,120,150,,35.9707972972,136.1960626028,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,126,福井県,鯖江市,,神中町1丁目4-21,120,75,,35.9699276139,136.196898775,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,127,福井県,鯖江市,,神中町1丁目2-22,120,75,,35.968716625,136.1963456111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,128,福井県,鯖江市,,神中町1丁目3-5,120,150,,35.9692016528,136.1953822083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,129,福井県,鯖江市,,神中町2丁目9-912,100,100,,35.9708805611,136.1949629139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,130,福井県,鯖江市,,神中町2丁目1-21,100,150,,35.9694336778,136.1938030417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,131,福井県,鯖江市,,神中町2丁目2-26,100,150,,35.9699393472,136.1919809361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,132,福井県,鯖江市,,神中町2丁目8-805,100,100,,35.9715398833,136.1926576194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,133,福井県,鯖江市,,神中町2丁目5-8,100,100,,35.97331715,136.191537175,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,134,福井県,鯖江市,,神中町2丁目5-501,100,100,,35.9732186306,136.1898364806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,135,福井県,鯖江市,,神中町2丁目4-28,100,75,,35.971700975,136.1890601389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,136,福井県,鯖江市,,神中町3丁目4-17,120,75,,35.9747145806,136.1879657111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,137,福井県,鯖江市,,神中町3丁目9-17,120,100,,35.9736962722,136.1885510778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,138,福井県,鯖江市,,神中町3丁目3-15,120,75,,35.9738357417,136.1874310667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,139,福井県,鯖江市,,神中町3丁目2-1,120,100,,35.9727545694,136.1881024361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,140,福井県,鯖江市,,神中町3丁目2-8,120,75,,35.9723804417,136.1868850972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,141,福井県,鯖江市,,神中町3丁目1-23,120,100,,35.9713508167,136.1875064667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,142,福井県,鯖江市,,水落町4丁目16-24,120,100,,35.9704579722,136.1868183667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第4分団,143,福井県,鯖江市,,水落町4丁目16-23,120,75,,35.9706243361,136.186132325,無,http://statdb.nstac.go.jp/lod/sac/C18207
