消火栓名,消火栓名(英語),消火栓分類,消防団,管理番号,都道府県名,市区町村名,行政区名,住所,対象範囲の直径(m),配水管口径(mm),貯水量(t),緯度,経度,分離器（有、無）,標準地域コード
消火栓,,消火栓,鯖江第11分団,68,福井県,鯖江市,,下野田町34-12,120,150,,35.9447521694,136.1470292861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,69,福井県,鯖江市,,下野田町31-36,120,100,,35.9451608389,136.1478269778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,70,福井県,鯖江市,,下野田町32-24,120,75,,35.9458550778,136.1480049417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,71,福井県,鯖江市,,下野田町32-24,120,75,,35.9459599611,136.1472214889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,72,福井県,鯖江市,,下野田町18-10,120,200,,35.9471444139,136.1485786167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,73,福井県,鯖江市,,下野田町31-24,120,100,,35.9452930528,136.1490046778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,74,福井県,鯖江市,,下野田町31-44,120,75,,35.9448807056,136.1485653167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,75,福井県,鯖江市,,下野田町31-51,120,100,,35.94509745,136.1498183194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,76,福井県,鯖江市,,下野田町30-7,120,75,,35.945915125,136.1499561889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,77,福井県,鯖江市,,下野田町7-2,120,75,,35.9458149056,136.1511043111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,78,福井県,鯖江市,,下野田町30-25,120,75,,35.9450261694,136.1513934417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,79,福井県,鯖江市,,下野田町30-68,120,100,,35.9446484694,136.1506450028,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,80,福井県,鯖江市,,下野田町22-7-4,120,150,,35.9479656528,136.1472132167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,81,福井県,鯖江市,,下野田町20-1-21,120,100,,35.9499559111,136.146408925,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,82,福井県,鯖江市,,下野田町20-1-29,120,75,,35.94916005,136.1467835639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,83,福井県,鯖江市,,漆原町26-1,120,100,,35.9438078,136.1439548917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,84,福井県,鯖江市,,漆原町4-1-4,120,75,,35.9414446833,136.1472220194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,85,福井県,鯖江市,,漆原町13-1-1,120,75,,35.9407997028,136.1459674083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,86,福井県,鯖江市,,漆原町13-34,120,75,,35.9397529528,136.1460190222,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,87,福井県,鯖江市,,石生谷町8-24,120,150,,35.9418971556,136.1411047417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,88,福井県,鯖江市,,石生谷町15-2,120,150,,35.9419697806,136.1369807917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,89,福井県,鯖江市,,石生谷町16-3-8,120,75,,35.9415211194,136.1360956694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,90,福井県,鯖江市,,石生谷町15-30,120,100,,35.9408060417,136.1355192167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,91,福井県,鯖江市,,石生谷町15-22,120,75,,35.940984025,136.1370541306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,92,福井県,鯖江市,,石生谷町15-54,120,75,,35.9403800528,136.1365040222,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,93,福井県,鯖江市,,石生谷町32-40,120,75,,35.9393136889,136.1365276861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,94,福井県,鯖江市,,石生谷町30-35,120,100,,35.9401861167,136.1348802083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,95,福井県,鯖江市,,石生谷町30-89,120,100,,35.9400778389,136.1334697694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,96,福井県,鯖江市,,石生谷町29-2,120,75,,35.9407381944,136.134058525,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,97,福井県,鯖江市,,石生谷町27-1,120,100,,35.9403714389,136.1324690889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,98,福井県,鯖江市,,石生谷町21-29,120,75,,35.9414603389,136.1314743694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,99,福井県,鯖江市,,石生谷町25-12,120,100,,35.9410562306,136.1311947306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,100,福井県,鯖江市,,石生谷町20-23,120,100,,35.9420071389,136.1308467167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,101,福井県,鯖江市,,石生谷町20-22,120,100,,35.9422148583,136.131361675,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,102,福井県,鯖江市,,和田町26-26-2,120,75,,35.9455849694,136.1353505583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,103,福井県,鯖江市,,和田町25-132,120,150,,35.9459797583,136.1365375583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,104,福井県,鯖江市,,和田町22-5,120,150,,35.9467571972,136.1370455444,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,105,福井県,鯖江市,,和田町24-43,120,150,,35.9486284639,136.1370812306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,106,福井県,鯖江市,,和田町23-128,120,150,,35.94954535,136.1373381917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,107,福井県,鯖江市,,和田町23-130,120,75,,35.9498224,136.1367173722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,108,福井県,鯖江市,,和田町21-25,120,75,,35.9501367278,136.1358886639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,109,福井県,鯖江市,,和田町20-12,120,150,,35.9498722139,136.1378475389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,110,福井県,鯖江市,,和田町17-63,120,75,,35.9510537778,136.1390706806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,111,福井県,鯖江市,,和田町17-37,120,150,,35.9508024083,136.140226275,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,112,福井県,鯖江市,,和田町17-23,120,75,,35.9511523833,136.1405387056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,113,福井県,鯖江市,,和田町14-28,120,150,,35.9507626778,136.1411354889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,114,福井県,鯖江市,,和田町16-50,120,150,,35.95108845,136.1424762194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,115,福井県,鯖江市,,和田町16-22,120,75,,35.9515038889,136.1425311667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,116,福井県,鯖江市,,和田町16-1,120,150,,35.9508280528,136.1438440611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,117,福井県,鯖江市,,漆原町8-37,120,150,,35.9416382583,136.1421371556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,118,福井県,鯖江市,,石生谷町10-11,120,75,,35.9407896306,136.1413343111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,119,福井県,鯖江市,,漆原町10-1,120,75,,35.9406916111,136.1420643111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,120,福井県,鯖江市,,上野田町1-5-13,120,75,,35.9425461139,136.1532688472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,121,福井県,鯖江市,,和田町2-6,120,100,,35.951219875,136.1458422556,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,122,福井県,鯖江市,,下野田町4-103,120,150,,35.9518844556,136.1471343111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,123,福井県,鯖江市,,当田町11-7-8,120,75,,35.9494853778,136.1647620444,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,124,福井県,鯖江市,,当田町13-9,120,150,,35.9513263389,136.1614712111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,125,福井県,鯖江市,,当田町12-5,120,150,,35.9500399917,136.1615448694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,126,福井県,鯖江市,,上氏家町1-6-12,120,75,,35.9384415972,136.1571083306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,127,福井県,鯖江市,,上氏家町21-6-30,120,75,,35.9378498972,136.1579335139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,128,福井県,鯖江市,,下野田町26-13-19,120,75,,35.9465509417,136.1525115139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,129,福井県,鯖江市,,下司町17-5-7,120,100,,35.9392235028,136.1699069278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,130,福井県,鯖江市,,下氏家町5-15-1,120,100,,35.943378275,136.1544093056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,131,福井県,鯖江市,,漆原町21-5,120,75,,35.9387744444,136.1468757278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,132,福井県,鯖江市,,下司町17-18,120,75,,35.9399097528,136.1711150222,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,133,福井県,鯖江市,,鳥井町5-1-2,120,100,,35.9424881167,136.1716686361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,134,福井県,鯖江市,,石生谷町26-3,120,100,,35.9446863389,136.1419474056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,135,福井県,鯖江市,,下野田町3-4-2,120,100,,35.9462142806,136.1453898611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,136,福井県,鯖江市,,下氏家町11-4,120,50,,35.9459637833,136.1564119972,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,137,福井県,鯖江市,,下司町12-20,120,75,,35.9375735861,136.1700348583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,138,福井県,鯖江市,,下野田町5-3-10,120,75,,35.9513107139,136.1510302444,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,139,福井県,鯖江市,,上氏家町22-6,120,75,,35.9397073444,136.1589983028,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,140,福井県,鯖江市,,和田町13-1-12,120,75,,35.9489281222,136.14359135,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,141,福井県,鯖江市,,下野田町15-4-13,120,75,,35.9487011222,136.1538364472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,142,福井県,鯖江市,,下野田町5-15-7,120,75,,35.9515100111,136.1500815361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,143,福井県,鯖江市,,上野田町16-1-8,120,75,,35.9370030361,136.1533866417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,144,福井県,鯖江市,,下野田町7-7-18,120,50,,35.95029355,136.1451399,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,146,福井県,鯖江市,,下野田町,120,100,,35.9510722917,136.1476437139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,147,福井県,鯖江市,,下野田町,120,75,,35.9477347639,136.1489494889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,148,福井県,鯖江市,,下野田町,120,75,,35.9467025,136.1466702,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,149,福井県,鯖江市,,上氏家町,120,75,,35.9380777833,136.1600258833,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,150,福井県,鯖江市,,上氏家町,120,75,,35.9424893833,136.1598896528,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,151,福井県,鯖江市,,石生谷町35-6-1,120,75,,35.9390590056,136.1333053583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,152,福井県,鯖江市,,鳥井町14-4,120,75,,35.9459032167,136.1690031722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,153,福井県,鯖江市,,当田町12-2-1,120,75,,35.9503984556,136.1601183306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,154,福井県,鯖江市,,下野田町,120,200,,35.9479630806,136.153595825,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,155,福井県,鯖江市,,鳥井町,120,75,,35.9464316056,136.1683913389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,156,福井県,鯖江市,,下野田町,120,75,,35.9508947194,136.1531295861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第11分団,157,福井県,鯖江市,,下氏家町18-29-3,120,200,,35.9485432361,136.1574408139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,1,福井県,鯖江市,,川島町36-17,120,150,,35.9451069556,136.2352853861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,2,福井県,鯖江市,,川島町35-25-2,120,150,,35.9444036167,136.2342763194,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,3,福井県,鯖江市,,川島町32-32,120,100,,35.9449198472,136.2332143361,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,4,福井県,鯖江市,,川島町32-2,120,150,,35.9458648833,136.2321099111,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,5,福井県,鯖江市,,川島町19-6,120,75,,35.9471593056,136.2308333389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,6,福井県,鯖江市,,川島町30-2,120,150,,35.9463113944,136.230347275,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,7,福井県,鯖江市,,川島町29-14-2,120,150,,35.9465976028,136.2290329583,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,8,福井県,鯖江市,,川島町26-76,120,150,,35.9469367917,136.2275274694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,9,福井県,鯖江市,,川島町25-13,120,150,,35.9470916833,136.2258081806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,10,福井県,鯖江市,,川島町69-29,120,100,,35.9467838528,136.2243691222,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,11,福井県,鯖江市,,川島町69-57,120,100,,35.9463569,136.22544575,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,12,福井県,鯖江市,,川島町27-8,120,75,,35.9456787528,136.2267145139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,13,福井県,鯖江市,,川島町27-16,120,100,,35.9460823472,136.2271522667,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,14,福井県,鯖江市,,川島町29-22,120,100,,35.9457955528,136.2281660889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,15,福井県,鯖江市,,川島町29-29,120,100,,35.9455706694,136.2292264139,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,16,福井県,鯖江市,,川島町21-3,120,75,,35.944844425,136.2294584167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,17,福井県,鯖江市,,川島町31-14,120,75,,35.9451404389,136.2305401861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,18,福井県,鯖江市,,川島町31-15,120,75,,35.9449004861,136.230461125,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,19,福井県,鯖江市,,川島町32-19,120,100,,35.9449771167,136.2316845778,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,20,福井県,鯖江市,,川島町31-47,120,75,,35.9446492333,136.2315378694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,21,福井県,鯖江市,,川島町33-38,120,75,,35.9442902889,136.233166375,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,22,福井県,鯖江市,,松成町3-17,120,75,,35.9571557278,136.2251012917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,23,福井県,鯖江市,,松成町3-53,120,75,,35.9576496056,136.22453875,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,24,福井県,鯖江市,,松成町4-32,120,75,,35.9582755611,136.2240994056,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,25,福井県,鯖江市,,松成町4-43,120,75,,35.9577906306,136.2234925306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,26,福井県,鯖江市,,松成町4-24,120,100,,35.9569045556,136.224081025,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,27,福井県,鯖江市,,松成町1-37-5,120,75,,35.9557268444,136.2247551472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,28,福井県,鯖江市,,松成町10-12,120,100,,35.95638285,136.2227451722,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,29,福井県,鯖江市,,松成町9-140,120,75,,35.955585825,136.2234311333,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,30,福井県,鯖江市,,落井町33-20-6,120,150,,35.9527818056,136.2302135861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,31,福井県,鯖江市,,川島町24,120,200,,35.9482555611,136.2235468083,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,32,福井県,鯖江市,,落井町28-113,120,75,,35.9534599556,136.231237275,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,33,福井県,鯖江市,,落井町27-6,120,75,,35.9535811806,136.231798875,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,34,福井県,鯖江市,,落井町39-21-1,120,200,,35.9520911667,136.2365511389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,35,福井県,鯖江市,,落井町26-25,120,75,,35.953598025,136.2333962,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,36,福井県,鯖江市,,落井町26-20,120,75,,35.9530941694,136.2334688806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,37,福井県,鯖江市,,落井町36-1,120,75,,35.9525617833,136.2327200694,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,38,福井県,鯖江市,,落井町26-28,120,75,,35.9531313667,136.2340409861,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,39,福井県,鯖江市,,落井町37-10-1,120,75,,35.9524552556,136.2348214944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,40,福井県,鯖江市,,落井町26-35-1,120,75,,35.9529569833,136.234828075,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,41,福井県,鯖江市,,落井町22-17,120,75,,35.9532644139,136.2352027806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,42,福井県,鯖江市,,落井町26-1,120,75,,35.9539662306,136.2344441806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,43,福井県,鯖江市,,落井町22-1,120,75,,35.9540110778,136.235264075,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,44,福井県,鯖江市,,落井町23-43,120,75,,35.9538942028,136.2361502278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,45,福井県,鯖江市,,落井町22-15,120,75,,35.9529237833,136.2356966167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,46,福井県,鯖江市,,落井町22-14,120,75,,35.9529296167,136.2365098472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,47,福井県,鯖江市,,落井町20-27,120,75,,35.9541583528,136.2364354639,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,48,福井県,鯖江市,,落井町24ｰ17,120,200,,35.9559716722,136.2354963611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,49,福井県,鯖江市,,落井町20-1,120,150,,35.9548949944,136.2367402917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,50,福井県,鯖江市,,落井町20-1,120,150,,35.95463725,136.2371075611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,51,福井県,鯖江市,,落井町21-5,120,150,,35.9540386583,136.2377518306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,52,福井県,鯖江市,,落井町22-8-1,120,75,,35.9537534528,136.2368877611,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,54,福井県,鯖江市,,落井町39-11-1,120,75,,35.952763275,136.2375219889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,56,福井県,鯖江市,,落井町21-1,120,150,,35.9534369028,136.2382122889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,57,福井県,鯖江市,,落井町40-10,120,100,,35.9526413833,136.2382904944,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,58,福井県,鯖江市,,落井町40-11,120,150,,35.9526632917,136.2391245,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,59,福井県,鯖江市,,落井町40-27,120,150,,35.9531621083,136.2390508417,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,61,福井県,鯖江市,,落井町43-38,120,75,,35.9527958417,136.2407590806,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,62,福井県,鯖江市,,落井町43-71,120,75,,35.9527983833,136.2415776222,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,63,福井県,鯖江市,,磯部町25-35,120,100,,35.9536360389,136.2416114306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,64,福井県,鯖江市,,磯部町19,120,100,,35.9544646806,136.2411825028,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,65,福井県,鯖江市,,磯部町6-9,120,75,,35.9582890167,136.2394017278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,66,福井県,鯖江市,,磯部町1-1,120,75,,35.9589343389,136.2390649917,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,67,福井県,鯖江市,,磯部町1-44-1,120,100,,35.9593030556,136.2400299278,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,68,福井県,鯖江市,,磯部町2-9,120,75,,35.9598403639,136.2391588472,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,69,福井県,鯖江市,,磯部町1-16,120,75,,35.9605518333,136.2387316167,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,70,福井県,鯖江市,,磯部町2-30,120,75,,35.9605187278,136.2398125389,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,71,福井県,鯖江市,,磯部町3-11,120,75,,35.9605561694,136.2405768306,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,72,福井県,鯖江市,,磯部町3-39-1,120,75,,35.9597707778,136.2407366444,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,73,福井県,鯖江市,,磯部町3-43,120,100,,35.9596245139,136.2414219889,無,http://statdb.nstac.go.jp/lod/sac/C18207
消火栓,,消火栓,鯖江第12分団,74,福井県,鯖江市,,磯部町9-34,120,75,,35.9595976306,136.2434475694,無,http://statdb.nstac.go.jp/lod/sac/C18207
